City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Gamba,GA,-2.65,10.0,80.15,85,90,7.31,overcast clouds
700,Tutoia,BR,-2.7619,-42.2744,91.38,61,68,15.41,broken clouds
701,Yulara,AU,-25.2406,130.9889,75.04,57,44,2.3,scattered clouds
702,Prince Rupert,CA,54.3161,-130.3201,23.05,83,70,5.95,broken clouds
703,Camacha,PT,33.0833,-16.3333,67.53,83,40,11.5,scattered clouds
704,Mackenzie,CA,55.2999,-123.1698,7.02,78,90,9.22,overcast clouds
705,Aracati,BR,-4.5617,-37.7697,89.62,52,13,14.83,few clouds
706,Huarmey,PE,-10.0681,-78.1522,73.98,72,8,10.18,clear sky
707,Nedjo,ET,9.5046,35.5019,64.78,53,45,4.27,scattered clouds
708,Newberg,US,45.3001,-122.9732,48.31,86,90,3.0,overcast clouds
709,Gravdal,NO,68.1214,13.5031,26.49,93,75,2.3,light shower snow
710,Rajanpur,PK,29.1035,70.325,62.06,16,24,8.52,few clouds
711,Ossora,RU,59.2353,163.0719,4.32,80,100,13.42,overcast clouds
712,Nileshwar,IN,12.25,75.1,76.95,77,5,3.69,clear sky
713,Olinda,BR,-8.0089,-34.8553,85.73,66,75,9.22,broken clouds
714,Okato,NZ,-39.2,173.8833,60.69,91,83,2.48,broken clouds
